,Unnamed: 0,left,top,width,height,conf,text,x,y,PageHeight,PageWidth,isTop,isBottom,isRight,isLeft,invoice date,invoice dt,due date,payment date,ack date,ack dt,bill dt,receipt date,receipt dt,invoice date x,invoice dt x,due date x,payment date x,ack date x,ack dt x,bill dt x,receipt date x,receipt dt x,invoice date y,invoice dt y,due date y,payment date y,ack date y,ack dt y,bill dt y,receipt date y,receipt dt y,imageName,output
25,191,152,1937,153,31,76.112793,11/12/2022 ,305,1968,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
26,190,159,1752,146,30,96.736031,11/12/2022 ,305,1782,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
27,189,159,1578,147,25,96.211014,10/12/2022 ,306,1603,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
28,183,152,1937,153,31,76.112793,11/12/2022,305,1968,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
29,182,159,1752,146,30,96.736031,11/12/2022,305,1782,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
30,181,159,1578,147,25,96.211014,10/12/2022,306,1603,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
31,180,152,1487,154,26,43.572483,10/12/2022,306,1513,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
32,178,156,1219,154,29,89.334175,09/12/2022.,310,1248,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
33,177,1846,959,145,26,84.220947,11/12/2022,1991,985,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
34,176,1841,896,152,32,96.94503,09/12/2022,1993,928,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
35,188,152,1487,154,26,43.572483,10/12/2022 ,306,1513,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
36,187,156,1309,150,26,96.207504,09/12/2022 ,306,1335,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
37,139,716,561,193,39,0.0,31/01/2023 ,909,600,3507,2481,0,0,0,0,1,1,0,0,0,0,0,0,0,358,358,0,0,0,0,0,0,0,595,595,0,0,0,0,0,0,0,12,1
38,138,933,2497,170,30,96.451363,2023-01-31,1103,2527,3507,2481,0,0,0,0,0,1,0,1,1,0,0,0,0,0,606,0,356,772,0,0,0,0,0,1959,0,1697,2526,0,0,0,0,12,0
39,137,716,653,193,33,0.0,$10/02/2023,909,686,3507,2481,0,0,0,0,1,1,1,0,0,0,0,0,0,358,358,314,0,0,0,0,0,0,595,595,680,0,0,0,0,0,0,12,0
40,136,716,561,193,39,0.0,31/01/2023,909,600,3507,2481,0,0,0,0,1,1,0,0,0,0,0,0,0,358,358,0,0,0,0,0,0,0,595,595,0,0,0,0,0,0,0,12,1
41,140,716,653,193,33,0.0,$10/02/2023 ,909,686,3507,2481,0,0,0,0,1,1,1,0,0,0,0,0,0,358,358,314,0,0,0,0,0,0,595,595,680,0,0,0,0,0,0,12,0
42,141,933,2497,297,31,96.6558495,2023-01-31 12:57:00 ,1230,2528,3507,2481,0,0,0,0,0,1,0,1,1,0,0,0,0,0,606,0,356,772,0,0,0,0,0,1959,0,1697,2526,0,0,0,0,12,1
43,250,2134,3192,124,41,74.833214,4-apr-2021),2258,3233,5313,3542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,2951,0,0,0,0,0,0,0,13,0
44,251,1875,3320,163,34,95.801445,24-sep-22,2038,3354,5313,3542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,2951,0,0,0,0,0,0,0,13,0
45,247,1232,624,183,40,85.192352,:24-sep-22:,1415,664,5313,3542,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,656,0,0,0,13,0
46,248,1824,882,167,35,77.330482,24-sep-22,1991,917,5313,3542,0,0,0,0,1,1,0,0,0,1,0,0,0,1632,1632,0,0,0,1131,0,0,0,168,168,0,0,0,656,0,0,0,13,1
47,252,1147,618,254,50,88.6754835,date :24-sep-22: ,1401,668,5313,3542,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,656,0,0,0,13,1
48,253,1824,882,167,35,77.330482,24-sep-22 ,1991,917,5313,3542,0,0,0,0,1,1,0,0,0,1,0,0,0,1632,1632,0,0,0,1131,0,0,0,168,168,0,0,0,656,0,0,0,13,1
49,254,1322,1243,171,35,89.8394395,/ 14-sep-22 ,1493,1278,5313,3542,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1215,0,0,0,1131,0,0,0,0,846,0,0,0,656,0,0,0,13,0
50,255,1367,3194,821,42,88.36674654545453,"authenticated by excellent gravure industries pvt, ltd, [21-22] - (from 4-apr-2021) ",2188,3236,5313,3542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,2951,0,0,0,0,0,0,0,13,0
51,249,1344,1244,160,35,96.256798,14-sep-22,1504,1279,5313,3542,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1215,0,0,0,1131,0,0,0,0,846,0,0,0,656,0,0,0,13,0
52,256,1823,3325,288,34,85.29299166666667,on 24-sep-22 12:59 ,2111,3359,5313,3542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,2951,0,0,0,0,0,0,0,13,0
53,109,2111,684,110,26,93.220062,10/04/22,2221,710,3508,2481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1289,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,15,1
54,118,1118,1560,131,19,93.218086,16-10-2022 ,1249,1579,3508,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
55,117,880,1557,128,27,96.329918,9/10/2022 ,1008,1584,3508,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,111,1118,1354,131,19,96.785042,16-10-2022,1249,1373,3508,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
57,112,880,1557,128,27,96.329918,9/10/2022,1008,1584,3508,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
58,113,1118,1560,131,19,93.218086,16-10-2022,1249,1579,3508,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
59,110,882,1351,126,32,96.661552,9/10/2022,1008,1383,3508,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
60,114,2111,684,110,26,93.220062,10/04/22 ,2221,710,3508,2481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1289,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,15,1
61,115,882,1351,126,32,96.661552,9/10/2022 ,1008,1383,3508,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
62,116,1118,1354,131,19,96.785042,16-10-2022 ,1249,1373,3508,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
63,207,1044,958,172,38,95.630768,10-jan-23,1216,996,3300,2550,0,0,0,0,1,1,0,0,0,0,0,0,0,491,491,0,0,0,0,0,0,0,996,996,0,0,0,0,0,0,0,16,1
64,209,833,1287,145,31,96.012817,9/12/22,978,1318,3300,2550,0,0,0,0,1,1,0,0,0,0,0,0,0,491,491,0,0,0,0,0,0,0,996,996,0,0,0,0,0,0,0,16,0
65,210,648,1379,145,31,96.869278,8/12/22,793,1410,3300,2550,0,0,0,0,1,1,0,0,0,0,0,0,0,491,491,0,0,0,0,0,0,0,996,996,0,0,0,0,0,0,0,16,0
66,215,648,1379,145,31,96.869278,8/12/22 ,793,1410,3300,2550,0,0,0,0,1,1,0,0,0,0,0,0,0,491,491,0,0,0,0,0,0,0,996,996,0,0,0,0,0,0,0,16,0
67,214,555,1288,405,42,96.40962433333334,program date 9/12/22 ,960,1330,3300,2550,0,0,0,0,1,1,0,0,0,0,0,0,0,491,491,0,0,0,0,0,0,0,996,996,0,0,0,0,0,0,0,16,0
68,213,321,1130,145,31,74.454445,9/12/22 ,466,1161,3300,2550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,16,0
69,208,321,1130,145,31,74.454445,9/12/22,466,1161,3300,2550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,16,0
70,211,2178,2368,118,18,92.070343,2022.12.09,2296,2386,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
71,212,1044,958,172,38,95.630768,10-jan-23 ,1216,996,3300,2550,0,0,0,0,1,1,0,0,0,0,0,0,0,491,491,0,0,0,0,0,0,0,996,996,0,0,0,0,0,0,0,16,1
72,49,174,1726,206,71,56.1056095,18 jan.2023- ,380,1797,3507,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
73,48,173,1547,185,55,80.77711000000001,"18 jan, 2023 ",358,1602,3507,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
74,47,173,1486,194,49,61.702736,18-jan 2023 ,367,1535,3507,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
75,274,1575,577,168,45,86.323303,6-12-2022 ,1743,622,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
76,273,1575,577,168,45,86.323303,6-12-2022,1743,622,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
77,0,552,1142,269,34,46.287964,dot::05/12/2022,821,1176,3500,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
78,1,552,1142,269,34,46.287964,dot::05/12/2022 ,821,1176,3500,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
79,83,2153,1546,235,49,57.584457,29/01/2023 ,2388,1595,4967,3512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,0,0,0,1592,0,0,0,0,0,0,0,21,0
80,82,2694,1281,223,39,95.544235,2023-01-30 ,2917,1320,4967,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
81,79,2694,1281,223,39,95.544235,2023-01-30,2917,1320,4967,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
82,80,2153,1546,235,49,57.584457,29/01/2023,2388,1595,4967,3512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,0,0,0,1592,0,0,0,0,0,0,0,21,0
83,78,111,67,99,30,96.21891,"3/4/23,",210,97,4967,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
84,81,111,67,99,30,96.21891,"3/4/23, ",210,97,4967,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
85,5,2005,536,179,28,96.255013,05/12/2022 ,2184,564,3300,2550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,23,1
86,7,1820,1355,184,29,94.628899,05/12/2022 ,2004,1384,3300,2550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,23,0
87,6,2005,681,184,29,96.816185,05/12/2022 ,2189,710,3300,2550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,23,0
88,3,2005,681,184,29,96.816185,05/12/2022,2189,710,3300,2550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,23,0
89,4,1820,1355,184,29,94.628899,05/12/2022,2004,1384,3300,2550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,23,0
90,2,2005,536,179,28,96.255013,05/12/2022,2184,564,3300,2550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,23,1
91,56,1924,2617,165,34,71.531387,"-.7,020:00 ",2089,2651,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
92,55,1924,2617,165,34,71.531387,"-.7,020:00",2089,2651,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
93,43,893,729,185,29,96.421059,02.08.2022,1078,758,2979,3508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,758,0,0,0,0,0,0,0,27,1
94,44,3130,728,148,31,93.712204,01.08.2022,3278,759,2979,3508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,758,0,0,0,0,0,0,0,27,0
95,45,893,729,185,29,96.421059,02.08.2022 ,1078,758,2979,3508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,758,0,0,0,0,0,0,0,27,1
96,46,3130,728,148,31,93.712204,01.08.2022 ,3278,759,2979,3508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,758,0,0,0,0,0,0,0,27,0
97,21,644,2425,455,38,96.53464766666669,01-12-2022 to 31-12-2022 ,1099,2463,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
98,15,915,2161,211,36,96.801933,31-12-2022,1126,2197,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
99,20,642,2165,458,36,96.405688,01-12-2022 to 31-12-2022 ,1100,2201,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
100,19,1908,1025,205,39,96.41349,02/01/2023 ,2113,1064,3300,2550,0,0,0,0,1,1,1,0,0,0,1,0,0,790,790,1876,0,0,0,407,0,0,833,833,1064,0,0,0,949,0,0,28,0
101,18,1908,968,211,33,94.371849,02/01/2023. ,2119,1001,3300,2550,0,0,0,0,1,1,0,0,0,0,1,0,0,790,790,0,0,0,0,407,0,0,833,833,0,0,0,0,949,0,0,28,1
102,16,644,2425,211,37,96.134308,01-12-2022,855,2462,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
103,12,1908,968,211,33,94.371849,02/01/2023.,2119,1001,3300,2550,0,0,0,0,1,1,0,0,0,0,1,0,0,790,790,0,0,0,0,407,0,0,833,833,0,0,0,0,949,0,0,28,1
104,17,915,2424,211,38,96.615639,31-12-2022,1126,2462,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
105,14,642,2165,213,35,96.445099,01-12-2022,855,2200,3300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
106,13,1908,1025,205,39,96.41349,02/01/2023,2113,1064,3300,2550,0,0,0,0,1,1,1,0,0,0,1,0,0,790,790,1876,0,0,0,407,0,0,833,833,1064,0,0,0,949,0,0,28,0
107,95,1867,864,246,32,96.077812,07-06-2022 ,2113,896,3504,2479,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1663,1663,0,0,0,0,0,0,0,836,836,30,1
108,94,1867,864,246,32,96.077812,07-06-2022,2113,896,3504,2479,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1663,1663,0,0,0,0,0,0,0,836,836,30,1
109,257,573,624,229,45,71.056229,:9/30/2022,802,669,3508,2479,0,0,0,0,1,1,0,0,0,0,0,0,0,299,299,0,0,0,0,0,0,0,597,597,0,0,0,0,0,0,0,31,1
110,259,573,624,229,45,71.056229,:9/30/2022 ,802,669,3508,2479,0,0,0,0,1,1,0,0,0,0,0,0,0,299,299,0,0,0,0,0,0,0,597,597,0,0,0,0,0,0,0,31,1
111,258,594,691,208,43,0.0,9/30/2022,802,734,3508,2479,0,0,0,0,1,1,0,0,0,0,0,0,0,299,299,0,0,0,0,0,0,0,597,597,0,0,0,0,0,0,0,31,0
112,260,594,691,208,43,0.0,9/30/2022 ,802,734,3508,2479,0,0,0,0,1,1,0,0,0,0,0,0,0,299,299,0,0,0,0,0,0,0,597,597,0,0,0,0,0,0,0,31,0
113,153,216,2050,168,50,39.789726,13/jan/23 ,384,2100,3508,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
114,152,216,2050,168,50,39.789726,13/jan/23,384,2100,3508,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
115,58,297,488,191,31,96.364975,21-mar-2023 ,488,519,3508,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1
116,57,297,488,191,31,96.364975,21-mar-2023,488,519,3508,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1
117,142,1672,1019,290,25,91.34951775,billing from: 01.nov 2022 ,1962,1044,3300,2550,0,0,0,0,1,1,0,0,0,0,0,0,0,1441,1441,0,0,0,0,0,0,0,444,444,0,0,0,0,0,0,0,35,0
118,121,893,1214,168,26,96.394257,07/03/2023,1061,1240,3508,2479,0,0,0,0,0,1,0,0,0,0,0,0,0,0,787,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,36,1
119,122,1610,1304,156,35,96.563866,12/04/2023,1766,1339,3508,2479,0,0,0,0,0,1,1,0,0,0,0,0,0,0,787,1355,0,0,0,0,0,0,0,1240,1336,0,0,0,0,0,0,36,0
120,123,1610,1304,156,35,96.563866,12/04/2023 ,1766,1339,3508,2479,0,0,0,0,0,1,1,0,0,0,0,0,0,0,787,1355,0,0,0,0,0,0,0,1240,1336,0,0,0,0,0,0,36,0
121,92,1844,211,183,37,90.092072,1-feb-23 ,2027,248,3504,2479,0,0,0,0,1,1,0,0,0,0,0,0,0,1545,1545,0,0,0,0,0,0,0,163,163,0,0,0,0,0,0,0,38,1
122,91,1844,211,183,37,90.092072,1-feb-23,2027,248,3504,2479,0,0,0,0,1,1,0,0,0,0,0,0,0,1545,1545,0,0,0,0,0,0,0,163,163,0,0,0,0,0,0,0,38,1
123,31,1920,596,157,24,95.41626,20/10/2022,2077,620,3508,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
124,32,1440,635,155,23,90.498772,19/10/2023,1595,658,3508,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
125,33,1845,597,393,33,96.2942522,from 20/10/2022 to midnight of ,2238,630,3508,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
126,34,1440,635,155,23,90.498772,19/10/2023 ,1595,658,3508,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
127,30,1508,440,155,23,91.981766,11/10/2022,1663,463,3508,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
